text,ref,translated,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
Nublanuinya aɖe dzɔ ɖe nyɔnu aɖe si xɔ ƒe wuiatɔ̃ (15) dzi le Konongo le Ashanti nutoa me.,A sad thing has happened to a lady of the age fifteen (15) in Konongo in the Ashanti region.,A 15-year-old girl was raped in Konongo in the Ashanti region.,0.5908203125,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,59.08203125,,
Ele be woanɔ dɔnɔ siwo le nɔnɔme sesẽ aɖe me la ƒe nɔnɔme nyuitɔ me nanɔ nɔvi siwo le kɔdzi.,Patients in a critical state should be given priority in the hospital.,"The world is currently experiencing a difficult period, so we must take care of the children who are at home.",0.359130859375,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,35.9130859375,,
Katoliko-ha la ana asigɛ nunɔlawo le Ebola dɔvɔ̃a dome.,The catholic church will provide gloves to the priests amidst the Ebola outbreak.,The Catholic Church has sent its priests to the Ebola affected area.,0.72998046875,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,72.998046875,,
"Ne ƒomea me tɔ bubu yi anyigbaa dzi la, esia ana woanya be ame aɖe va afima xoxo.","When another family member goes to the land, this will communicate to them that someone has already been there.","When the sun rises on the earth, it means someone has passed away somewhere.",0.405029296875,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,40.5029296875,,
"Ghanatɔ asitsala si xɔ ƒe 43 si le UK, Enerst Kwaku Kobeah, na wonya eƒe tameɖoɖo le NDC ƒe aflaga ƒe hoʋiʋli ŋu.","Ghanaian business man aged 43 who lives in UK, Enerst Kwaku Kobeah, has made his intentions about contesting for the NDC flagbeareship known.","The 43-year-old Ghanaian living in the UK, Ernest Kwaku Kobeah, has lost his parliamentary primary in the NDC's internal elections.",0.414794921875,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,41.4794921875,,
"Wona tsyɔ̃evi alafa ɖeka blaatɔ̃ susɔeawo le nutoa me, eye woawo hã xɔ sukudɔwɔnuwo kple sukunudidiwo.",One hundred fifty orphans have been given scholarships in the district and they also received scholastic materials and school requirements.,"The children of the poor study under trees, while they also lack books and uniforms.",0.322021484375,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,32.2021484375,,
Woaɖo ŋku ame siwo le ŋutinya me la dzi le woƒe  akpa si wowɔ na dukɔa ta.,The historicals will be remembered for their contributions towards the country.,The media praises people who are in the news for their contributions to the country.,0.5029296875,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,50.29296875,,
Ðewohĩ ƒe sia ƒe azãɖuɣi madzɔ dzi na ame abe alesi wònɔna ɖaa ene o elabena wode se ɖe dutoƒo kpekpewo nu,This year's festive season may not be as exciting as usual since public gatherings have been banned,The meaning of this proverb is not to be taken literally because it is used to refer to all difficult situations,0.132568359375,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,13.2568359375,,
"De ŋugble le nu nyui siwo dzɔ le wò agbe me ŋu, eye nàkpɔ dzidzɔ.","Think a lot about the good things that have happened in your life, and be happy.","Focus on the good things in your life, and be happy.",0.88427734375,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,88.427734375,,
Ŋutsuwo kple nyɔnuwo kple hadomeŋgɔyiyi ƒe dziɖuɖumegã tsãtɔ bu si na be hadomeɖoɖoa do kpo nu.,The former minister of gender and social development disappeared which made the partnership fail.,All human beings are born free and equal in dignity and rights.,-0.0155715942382812,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,-1.55715942382812,,
"Ame sia ame, ame tsitsi alo ɖevi ate ŋu aɖu abɔbɔwo.","Snails can be eaten by anyone, adult or child.","Every person, young or old, has their own troubles.",0.1142578125,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,11.42578125,,
"Kpovitɔwo ɖe gbeƒãe le radiodɔwɔƒewo be amewo nade dzesi ame kukua, esi wole numekuku wɔm be yewoakpɔ nyi siwo wofi siwo dziɖuɖua na la.","The police announced on radio stations for people to identify the body, as they carry out investigations to recover the stolen cattle provided by the government.","The police have warned on radio stations that people should be careful of scammers, who are pretending to be lottery officials and asking for money.",0.34619140625,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,34.619140625,,
Wo dometɔ ɖeka ate ŋu awɔ nu vevii eye wòakpɔtɔ anye ame bubuwo tɔ.,One can be disabled and still live a normal life like others.,Your only brother has died and you are looking for him among strangers.,0.0022163391113281,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,0.22163391113280997,,
Wodzroa dɔwɔla nyui aɖe le ale si wòtea ŋu wɔa dɔe ta.,A good worker is evaluated on the basis of his or her performance.,Hard work is the key to success.,0.40380859375,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,40.380859375,,
"Twigbe gbãtɔ si woŋlɔe nye Akuapem Twi, eye eyae nye gbe gbãtɔ si me woŋlɔ Ŋɔŋlɔ Kɔkɔeawo le Twi me.","The first written language of Twi was Akuapem Twi, and it was the first language in which the Holy Scriptures were written in Twi.","The first book that was written is Akuapem Twi, and this is the first book that was written in the Gold Coast in Twi.",0.61962890625,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,61.962890625,,
Ame etɔ̃ bu woƒe luʋɔ le afɔku gã aɖe si dzɔ le Sunyani Techiman mɔ dzi me.,Three people have lost their souls in a fatal accident which occurred at the Sunyani Techiman road.,Three people lost their lives in a major accident that occurred on the Sunyani Techiman road.,0.78515625,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,78.515625,,
Ele be nutome gã dziɖuɖumegãwo naɖe asi le woƒe masɔmasɔwo ŋu eye woawɔ dɔ le mɔawo dzi.,The district officials should put their differences aside and work on the roads.,They have placed their hands on their tools and are working on the farms in the village.,0.1700439453125,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,17.00439453125,,
"Nye nyinɔwo ƒe akpa gãtɔ dzea dɔ, Woléa ŋku ɖe woƒe lãmesẽ kple woƒe lãmesẽ ŋu.","Most of my cows are diseased, posing a challenge for their proper care and well-being.","Most of our ancestors worked on farms, depending on their strength and their skills.",0.28955078125,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,28.955078125,,
Fififi ƒe seselelãme nɔa esi ale gbegbe be eɖua nu ɖe ​​eme be yeawu fififi la ŋutɔ nu.,He gets a feeling of theft so great that he eats into it to complete the theft itself.,The butterfly's flight is so graceful that it seems as if it is dancing rather than flying.,0.14501953125,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,14.501953125,,
"Tsã la, dziɖuɖua ɖo aʋawɔnu gbogbo aɖewo be woaɖe Polio ɖa le Ghana.",Previously the government organized mass immunization to eliminate Polio from Ghana.,"Good news, there is hope that Polio will be completely eradicated in Ghana.",0.7412109375,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,74.12109375,,
Viɖe kawoe do tso dekɔnu sia me?,What were the benefits of this culture?,Where did this story come from?,0.1417236328125,ewe-eng,ewe,eng,deepseek-v3.2,output/ewe-eng/ewe-eng_deepseek-ai_deepseek-v3.2.csv,14.17236328125,,
Ame kukua ƒe ƒometɔwo ate ŋu atso nya me le afisi woaɖi woƒe lɔlɔ̃tɔa le ŋu.,The deceased's relatives can decide where to bury their loved one.,The poor can take their children to school where they have spent their money.,0.19287109375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,19.287109375,,
"Woade se ɖe V8/V6 tɔdziʋuwo alo tɔdziʋu ɖesiaɖe si ƒe gbeɖiɖi sɔ kple esia hehe nu, negbe mɔzɔzɔ yi kɔƒenutowo me ko.","Towing of the V8/V6 vessels or any vessel of similar tone will be prohibited, except for trips to rural areas.","You should know that for V8/V6 transmissions or any transmission with matching specifications, it is best to quickly go to the workshops.",0.309326171875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,30.9326171875,,
Esesẽna ŋutɔ be ame siwo ƒoa wo ɖokuiwo ɖe teƒe vovovowo la nawɔ nu aduadu.,It's quite hard to mix with people of different cultural beriefs.,Perhaps that people who fold their hands in prayer will do something good.,0.07147216796875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,7.147216796875,,
Edze be na xe adzɔga nenye be ne le asi tsam le anyigba sɔe aɖe dzi.,"You have the power to change the undesirable things around you, emphasizing personal agency and empowerment.",It is said that the palm of the hand is that if it is in the hand on earth on a certain day.,0.2242431640625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,22.42431640625,,
"Nu siwo wozãna tsɔ ƒoa asa na asrãdɔ nye atikewo, mu ɖaɖe nuwo ɖa kple ale si womate ŋu aƒo asa na nuɖuɖu o.","Methods used to prevent malaria include medications, mosquito elimination and the prevention of bites.","The things that are brought for worship are many, but some things are not suitable to be used for offerings.",0.1405029296875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,14.05029296875,,
"Nyɔnuvi dzetugbee wònye, gake ate ŋu aƒo nu kplii, gake melɔ̃ ɖe edzi kura o, togbɔ be ɖevia vivina hã la, eléa ɖoɖo ɖe edzi ɣesiaɣi, eye taɖua megahea ta na dzila aɖeke vɛ o.","She is a beautiful girl, but she is just too much trouble. She can talk, she can argue, but she never agrees. Her brother however is a sweet boy. He is always calm, and never causes his parents any headaches.","The woman's ""dzetugbee"" is yours, but she can take a little, but she cannot hold on for long, even if someone is very rich, they will put it on the ground and roll, and the stomach does not go to any hunger.",0.10504150390625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,10.504150390625,,
Dunyahela ate ŋu anɔ dunyaheha ɖesiaɖe me faa.,A politician is free to belong to any political party.,Dunyahela can stay in one place there,0.016510009765625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,1.6510009765625,,
poliswo le dɔ wɔm kple bɔswo dzi kpɔlawo be yewoakpɔ egbɔ ɣeyiɣi didi aɖe.,Police are working with bus managers to find a long term solution.,Police officers are working and on the road as lookouts that they should watch for a long time.,0.52490234375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,52.490234375,,
Dukɔmevi akpa gãtɔ xɔ edzi se be ate ŋu awɔe eye wòawɔe geɖe wu.,Most of the citizens believe in him that he can do it and do it more.,"A certain wealthy village child bought it and found out that he/she could do it, and did it excessively.",0.11358642578125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,11.358642578125,,
Asitsalawo adzɔ ga na bɔlƒoƒea tutu.,The business community will contribute funds for the construction of the stadium.,The Asitsala priests will collect money for the bɔlƒoƒe ceremony early.,0.2861328125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,28.61328125,,
Kpekpe aɖe nɔ anyi ku ɖe motsyɔnu si woama na sitsoƒedilaawo ŋu.,There was a meeting about the face mask distribution to the refugees.,Some kpekpe is in the pot for the afternoon meal we prepare for the visitors.,0.13916015625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,13.916015625,,
"Enɔ ɖevi si gbɔ wòtso, eye wònɔ kɔƒea me, le ŋuve me kple ƒu si te ɖe ƒu la ŋu.","He lived a carefree childhood, spent in the village, in the bush, and on the nearby sea.","There was a child who was taken away, and he/she was in the forest at night, with the fear that was upon him/her.",0.31494140625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,31.494140625,,
Eyae nye agbanɔamedzi be dziɖuɖua nakpɔ egbɔ be atike vɔ̃ɖiwo li le kɔdzi.,It's the government's responsibility to make sure there are drugs in hospitals.,This is a statement that clearly shows that some problems exist in the world.,0.31640625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,31.640625,,
"Kpɔ nyuie, tsɔ aʋawɔnu vɔ̃ɖiwo kpe ɖe fiafitɔwo ŋu.","Be careful, thieves carry dangerous weapons along with them.","Look carefully, bring the first hidden things and put them to the chiefs' mouths.",0.191650390625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,19.1650390625,,
Mele be nàƒo nu le telefon dzi esime nèle ʋu kum o elabena wolée le esi wòku ʋu ŋumaɖɔɖotɔe ta.,You should not talk on the phone while driving as He was arrested for driving recklessly.,I think you ate something on the phone while you were not listening because there is where he died for a very important reason.,0.361328125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,36.1328125,,
"Alesi atiglinyia ƒe ŋutigbalẽ sɔe nye be wòaɖe nyɔnuvi ƒewuivi si le sɔhɛmenɔɣi ƒe kɔnuwo me tom afia be, abe alesi lãa sesẽ ene la, nenemae wòle be wòasẽ ŋu nenema ke le agbe me.","The relevance of the elephant skin is to show the teenage girl going through the puberty rites that, just as the meat is hard, that's how strong she should equally be in life.","Alesi atiglinyia ƒe ŋutigbalẽ sɔe nye be wòaɖe nyɔnuvi ƒewuivi si le sɔhɛmenɔɣi ƒe kɔnuwo me tom afia be, abe alesi lãa sesẽ ene la, nenemae wòle be wòasẽ ŋu nenema ke le agbe me.",0.12457275390625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,12.457275390625,,
"Esia fia kɔte be, Fianyɔnua ƒe dɔe wònye be wòatia amesi dze tso fiaƒomea me","This clearly signify, it is the role of the Queenmother to select the qualify candidate from the royal family","This is difficult for Fianyonua's effort, that he will understand the one who comes from the royal household.",0.401123046875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,40.1123046875,,
"Ŋutifafa, ɖoɖowɔwɔ kple dedienɔnɔ ƒe gbedeasi ye sinimaa la nɔ gbeƒã ɖem.","The film was preaching the word of peace, order and stability.","Ŋutifafa, patience and humility are the key to his movie here.",0.423095703125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,42.3095703125,,
Ame geɖewo xɔ tso lãmeka falɛfalɛa me le esi wokpɔe be lãmesẽnyawo le míaƒe lãmesẽnyawo ŋu,A good number of people have recovered from the coronavirus proving that we have a strong health sector,Several people bought from the market traders when they saw that prices were compared to our prices,0.147216796875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,14.7216796875,,
Nuɖuɖu deŋgɔwo le abe amegbetɔwo ƒe agbe me.,Beans contain a high food value for human life.,Strange things are happening among people.,0.0440673828125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,4.40673828125,,
Nyɔnu aɖewo yia ŋgɔ wu ɣleti asieke siwo wofɔ fufɔfɔ ɖo la dometɔ aɖewo.,Some women go beyond or below the supposed nine months of their pregnancy.,Some women gathered for more than forty weeks of continuous worship.,0.1973876953125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,19.73876953125,,
"Eɖe srɔ̃ esime wòxɔ ƒe wuienyi eye eya hã nɔ dɔ wɔm le ketekedzeƒea, eye esi wòxɔ ƒe wuiasieke la, edzi nyɔnuvi.","He married at the age of eighteen also working at the railway station, at the age of nineteen he had a daughter.","He married when he took his first wife, and he was also working at this place, and when he took his second wife, she bore children.",0.677734375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,67.7734375,,
"Enye nunyala, eye wòtea ŋu wɔa nu ɖe dukɔ sia ƒe kplɔla ŋu.",She is a wise and capable leader for this country.,"This is wisdom, and he/she knows how to act for the guidance of this country.",0.63232421875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,63.232421875,,
Ekpena ɖe amegbetɔ ƒe susu ƒe dɔwɔwɔ nyuie ŋu,It helps in the efficiency of the human mind,Think well of a person's thoughtful work,0.2568359375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,25.68359375,,
"Le ƒe 2020 me la, wowɔ numekuku le sukudede kple sukudede ŋu le Ghana afisia. When the investigation ended, some of the things that came to light are as follows.","In 2020, a survey of schooling and education was conducted here in Ghana. When the investigation ended, some of the things that came to light are as follows.","In the year 2020, they conducted investigations into corruption and embezzlement in Ghana.",0.56689453125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,56.689453125,,
Míate ŋu aƒo nya ta tso esia me be ame ɖesiaɖe ƒe ɣeyiɣi si wòtsɔna kpɔa dzidzedze la le etɔxɛ.,We can infer from this that each person's time to success is unique.,We want to take this matter from the fact that each person's time of joy began today.,0.373046875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,37.3046875,,
"Nyateƒee, kɔnu kple akpa siawo katã ɖe Fianyɔnu Dada ƒe vevienyenye kple vevienyenye fia le Akantɔwo ƒe dekɔnuwo kple hadomegbenɔnɔ me. Ẽ, le Akantɔwo ƒe hadomegbenɔnɔ me la, Fianyɔnu vidada geɖewo ɖu fia kpe ɖe Fiawo ŋu.","Indeed, all these customs and roles signify the importance and relevance of the Queenmother in Akans' culture and society. Yes, in the Akan society, many Queenmothers have reigned alongside Kings.","Indeed, all this food and meat was prepared and served for Queen Mother Dada in the Akan dining and hospitality customs. Yes, in the Akan hospitality customs, Queen Mother large cooking pots were boiled for the Kings.",0.6416015625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,64.16015625,,
Sɔhɛ siawo ƒe gãtɔ le atike vɔ̃ɖi zazã me.,Majority of the youth are involved in drug abuse.,The chief of these people is in the middle of the week,0.125732421875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,12.5732421875,,
"Azɔ hã, aɖuɖɔɖɔɖɔ kple lũhɛ kpena ɖe ame ŋu wòɖea aɖi ɖesiaɖe ɖa le ŋutilãa me.","Also, rubbing the gums with a razor helps to remove any toxins from the body.","Moreover, confusion and fear grips every person's heart within their mind.",-0.0085220336914062,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,-0.85220336914062,,
"Ŋkeke kɔkɔe siawo dzɔna le Kwasiɖagbe, Dzoɖa, Braɖa, Kuda, Fiɖa kple Memleɖagbe.","These sacred days occurs on Sunday, Monday, Tuesday, Wednesday, Friday and Saturday.","In ancient times, these were situated at Kwasiɖagbe, Dzoɖa, Braɖa, Kuda, Fiɖa and Memleɖagbe.",0.287109375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,28.7109375,,
"Esi wònɔ nu ƒom le Kwame Nkrumah Dzɔdzɔmeŋutinunya kple Mɔ̃ɖaŋununya Yunivɛsiti (KNUST) le woƒe ƒe 40 xɔxɔ le nusiwo wogbugbɔ zãna me la, ekpɔ be manyo ne wokpɔ nuwɔna sia ƒomevi eye woŋe aɖaba ƒu wo dzi o, ne wokpɔ nusiwo tsi tre ɖe se ŋu.","When he was speaking in the Kwame Nkrumah University of Science and Technology (KNUST) during their 40th anniversary in recycling, he saw that it wouldn't be nice if they see this kind of practices and ignored them, when they see things against the law happening.","When they were eating at Kwame Nkrumah University of Science and Technology (KNUST) during their 40th anniversary celebration, they saw that it would be good if they witnessed this small miracle, and they should not be arrogant about it, but rather observe the difficult truths.",0.5654296875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,56.54296875,,
"Ɣebubuɣiwo hã ne wokpɔ deti ƒe aŋgbawo le anyigba aɖe dzi la, efia be wole nya hem le anyigbaa ŋu.","Other times, too, when palm fronds are seen on a piece of land, it indicates litigation over the land.","Even locusts, if you see their teeth on the ground somewhere, it means there is understanding to be found on earth.",0.268798828125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,26.8798828125,,
"Le nyateƒe me la, esime esia nɔ edzi yim la, amewo nɔ anyi, siwo dome ɖevia dada hã nɔ, gake wo dometɔ aɖeke mete ŋu ɖo aɖaŋu na tagbɔsesẽtɔ la be wòadzudzɔ ɖevia ƒoƒo o.","In fact, while this was going on, there were people, including the child's mother, but none of them could advise the crazy man to stop beating the child.","In the matter, when this was happening, people were sitting, some of whom were holding children, but none of their children could be given to the visitor to receive.",0.458984375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,45.8984375,,
Numekulawo ɖee fia be tsinono ɖea sukli ƒe agbɔsɔsɔ si le ŋutilã me dzi kpɔtɔna eye wòkpɔa ame ta tso suklidɔ me elabena nunyiamewo abe Vitamin kple bubuawo yɔ tsi me fũ,Researchers have shown that drinking water reduces the amount of glucose in the body and protects against diabetes as water is full of nutrients like Vitamin and others,"Scientists have shown that this plant contains a chemical compound found in the body similar to it, and it causes addiction in people through drug use because substances like vitamins and others dissolve in water",0.2335205078125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,23.35205078125,,
Zimenɔla la ɖe gbeƒãe be yewoaɖo dedienɔnɔdzikpɔla bubuwo ɖe zã me.,The chairman announced the deployment of more security forces in the night.,The leader declared that they should make other sacred altars in the forest.,0.2392578125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,23.92578125,,
Woaɖo xɔdzisasrãwo ɖe atikplɔƒea hena dedienɔnɔ.,A fence will be built around the staff quarters for security.,They took the sacred objects to the church for Christmas.,0.027587890625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,2.7587890625,,
Míayi edzi alé ŋku ɖe tsaɖilawo ƒe teƒe bubu siwo le Ashanti nutoa me ŋu le míaƒe nusɔsrɔ̃ si gbɔna me.,we will continue look at the other tourist site in the Ahanti region in our next lesson.,We travel far to buy from markets in various Ashanti region areas and in our pressing education.,0.29931640625,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,29.931640625,,
Wogblɔ be adzodada si Nana Agradaa zã tsɔ xɔ ga le ameawo si la ɖo eƒe gbedoxɔ me fifia.,It is said that the extortion used by Nana Agradaa to extort money from the people has now reached his temple.,It is said that the throne which Nana Agradaa used to receive money from the chiefs is now in his palace.,0.60107421875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,60.107421875,,
"Ne èkpɔ nusiawo katã la, efia be no me kansa le nu gblẽm le wò susu ŋu, Kpɔ wò ɖɔkta enumake.","If you see all these, it means that breast cancer is killing your memory, See your doctor immediately.","If you notice all these things, it shows that there is doubt in your mind about the matter. See your doctor.",0.51904296875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,51.904296875,,
"Ehiã be ame nate ŋu atsɔ nu siwo katã nye koléra (le kpɔɖeŋu me, nudodowo, nudodowo kple kpluwo me) la aƒle ahawɔ wo ɖokuiwo nyuie.","Proper disposal and treatment of all materials that may have come into contact with the feces of other people with cholera (e.g., clothing, bedding, etc.) are essential.","So that people can consume all foods and drinks that are cholera (in appearance, in drinks, in drinks and food) and think properly.",0.66796875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,66.796875,,
Amewo dina ɣesiaɣi be nu nyuitɔ na yewo ɖokuiwo nenye be edi be yewodzudzɔ dɔwɔwɔ hã.,People always want the best for themselves even if it requires them to stop working.,People want help that goodness for their hearts is that it is that their gathering work also.,0.385986328125,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,38.5986328125,,
Wokpe amedzrowo be woade poliswo ƒe dɔwɔƒea.,Residents were invited to attend the grand opening of the police station.,The people rose and went to their police work,0.33935546875,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,33.935546875,,
Dziɖuɖua le klalo be yeaɖe gbeƒã asi yeye siwo woatsɔ akpe ɖe kokoo ƒe asiwo ŋu le kwasiɖa si gbɔna ƒe ŋkeke gbãtɔ dzi ne wodze ɣeyiɣi kple teƒe siwo woawɔ kokoo la gɔme.,The government is ready to announce the new prices that would be added to the coco prices on the first day of the week coming when they launch the time and places for the cocoa.,Thank you for the opportunity that they have given real hands which they use to help the poor on the upcoming Saturday when they gathered together and the people who do the work understand.,0.163818359375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,16.3818359375,,
Nutoa me ŋgɔnɔlawo ɖoe be yewoakpɔ ale si nutoa me tɔwo wɔa dɔe.,Local leaders have plans underway to ensure regional development .,The workers in Nutoa will see how the people in Nutoa do the work.,0.255615234375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,25.5615234375,,
"Le esiawo katã me la, NPP ƒe Sewɔtakpekpe me tɔwo meda asi ɖe NDC ƒe Sewɔtakpekpe me tɔwo ƒe biabia dzi o. Woɖe eme be togbɔ be yewodi be woaɖe Ganyawo ƒe Dɔdzikpɔla le dɔme hã la, yewoazã yewoƒe ŋutetewo.","Within all this, the NPP Members of Parliament did not support NDC Members of Parliament request. They explained that although they want the Finance Minister to be sack but they will use their means","At all these, the members of NPP's Steering Committee do not agree with the demands of NDC's Steering Committee members. They said that even if they want to include the Ganyawo's Dɔdzikpɔla in the work, they should use their own means.",0.63037109375,ewe-eng,ewe,eng,minimax-m2.1,output/ewe-eng/ewe-eng_minimaxai_minimax-m2.1.csv,63.037109375,,
